season_year,team_name,v1_rank,v2_rank,rank_diff,v1_rating,v2_season_coe
2009,Florida State,23,65,-42,1.559822,16.356100384069777
2009,Ole Miss,24,33,-9,1.559431,20.89942998070352
2009,Wisconsin,25,24,1,1.558137,23.222238721578645
2009,Auburn,26,53,-27,1.540711,17.93454727474391
2009,Arkansas,27,42,-15,1.524468,19.472312759629745
2009,Oklahoma,28,67,-39,1.521566,15.813005677542534
2009,North Carolina,29,46,-17,1.459804,18.7192389291426
2009,Oklahoma State,30,29,1,1.444748,22.307515672447945
2009,West Virginia,31,44,-13,1.43114,19.050225111879193
2009,Oregon State,32,59,-27,1.412745,17.35744193930859
2009,California,33,52,-19,1.38279,17.94712063973697
2009,Texas Tech,34,35,-1,1.356578,20.630311673336664
2009,UConn,35,38,-3,1.328564,20.337372968776933
2009,Utah,36,27,9,1.321613,22.49658345972291
2009,South Carolina,37,61,-24,1.296377,16.606071542496245
2009,Navy,38,18,20,1.273699,24.866298814346216
2009,Tennessee,39,55,-16,1.265452,17.586493483578693
2009,Washington,40,63,-23,1.239737,16.451866204467194
2009,UCLA,41,50,-9,1.238199,18.292672975875593
2009,Houston,42,17,25,1.198904,24.8857778893845
2009,Boston College,43,58,-15,1.170469,17.396800854638645
2009,Northwestern,44,40,4,1.142545,19.81955255908462
2009,Kentucky,45,56,-11,1.106939,17.477799876720248
2009,Notre Dame,46,69,-23,1.07598,15.568875090795173
2009,Iowa State,47,47,0,1.072372,18.520337490105174
2009,Rutgers,48,43,5,1.065386,19.17297335675455
2009,South Florida,49,60,-11,1.039367,17.01961133954509
2009,East Carolina,50,31,19,1.038339,21.96994301468395
2009,Missouri,51,57,-6,1.016103,17.436907476768013
2009,Central Michigan,52,3,49,1.007499,30.074509241042477
2009,Minnesota,53,72,-19,0.999761,14.980349159426266
2009,Air Force,54,45,9,0.986345,18.73720255685126
2009,Texas A&M,55,64,-9,0.978045,16.426279575373076
2009,Mississippi State,56,79,-23,0.97226,12.924506595140423
2009,SMU,57,28,29,0.919991,22.429320604357606
2009,Purdue,58,70,-12,0.888451,15.21735688155406
2009,Wake Forest,59,87,-28,0.82326,10.47477222449913
2009,UCF,60,39,21,0.822958,20.117618119166384
2009,NC State,61,94,-33,0.821207,9.198912169349523
2009,Middle Tennessee,62,6,56,0.818321,28.77493847989802
2009,Michigan State,63,75,-12,0.813219,14.01053794006115
2009,Nevada,64,32,32,0.812808,21.220842324086732
2009,Marshall,65,54,11,0.803649,17.793892767583635
2009,Idaho,66,15,51,0.79522,26.143781943309016
2009,Wyoming,67,49,18,0.766622,18.33567441181926
2009,Troy,68,25,43,0.763964,23.13996934191784
2009,Fresno State,69,48,21,0.73184,18.352373541847687
2009,Kansas State,70,82,-12,0.717379,12.421178038712625
2009,Temple,71,16,55,0.708765,25.188747869612428
2009,Kansas,72,91,-19,0.689644,9.749770532736523
2009,Southern Miss,73,66,7,0.675112,16.020102876880223
2009,Virginia,74,99,-25,0.669335,8.593007736125378
2009,Arizona State,75,103,-28,0.659159,7.0808505119478795
2009,Ohio,76,22,54,0.648063,24.070129906201572
2009,Syracuse,77,92,-15,0.645526,9.681349530371229
2009,Colorado,78,95,-17,0.64428,9.092127138182905
2009,Baylor,79,89,-10,0.630925,9.908907326830349
2009,Hawai'i,80,77,3,0.618919,13.58385699169305
2009,Bowling Green,81,41,40,0.599222,19.655902749023394
2009,Duke,82,78,4,0.587313,13.536966369911152
2009,UTEP,83,84,-1,0.580634,12.26382564138225
2009,Michigan,84,90,-6,0.557129,9.799200635341167
2009,UAB,85,68,17,0.542805,15.705493794646983
2009,Maryland,86,114,-28,0.542168,3.196134598073928
2009,Louisville,87,102,-15,0.522982,7.559078087948565
2009,Illinois,88,104,-16,0.509898,6.867398216751765
2009,Washington State,89,118,-29,0.508725,2.6397050597773277
2009,Northern Illinois,90,62,28,0.499061,16.474764435336798
2009,UNLV,91,81,10,0.489404,12.519123580042734
2009,Toledo,92,71,21,0.458858,15.097000126746941
2009,Utah State,93,93,0,0.442962,9.31248203620137
2009,Louisiana,94,73,21,0.435466,14.479698484894179
2009,Colorado State,95,109,-14,0.4351,6.026735587343337
2009,Indiana,96,96,0,0.432542,8.9904297449018
2009,Louisiana Tech,97,100,-3,0.419914,8.094225734485434
2009,Vanderbilt,98,115,-17,0.413918,3.0405899599861006
2009,FAU,99,76,23,0.403864,13.928022290228807
2009,Tulsa,100,88,12,0.403821,10.195498646533363
2009,FIU,101,98,3,0.39581,8.852002205482364
2009,ULM,102,74,28,0.393592,14.062656640204306
2009,San Diego State,103,97,6,0.388515,8.918514513182224
2009,Rice,104,111,-7,0.375903,5.639195009421323
2009,Buffalo,105,85,20,0.375479,11.81373171821584
2009,Tulane,106,106,0,0.348933,6.629825161269357
2009,Kent State,107,83,24,0.344408,12.329074579562928
2009,New Mexico State,108,105,3,0.333972,6.790189333807518
2009,New Mexico,109,116,-7,0.318205,2.9756802747868782
2009,Army,110,80,30,0.317552,12.557446646065094
2009,Memphis,111,113,-2,0.31298,3.2240596576988403
2009,San Jose State,112,117,-5,0.307921,2.6798983428310708
2009,Arkansas State,113,101,12,0.307541,7.91781237613416
2009,Western Michigan,114,86,28,0.303397,11.136380365711108
2009,Miami (OH),115,112,3,0.299165,3.2329741463514856
2009,North Texas,116,107,9,0.261138,6.271631990031932
2009,Akron,117,110,7,0.240512,5.704611782009744
2009,Ball State,118,108,10,0.222317,6.090346753861715
2009,Western Kentucky,119,120,-1,0.176988,0.0
2009,Eastern Michigan,120,119,1,0.176248,0.0
2010,Auburn,1,1,0,3.402619,36.30013310097048
2010,Oklahoma,2,6,-4,2.59329,29.65529695786438
2010,Stanford,3,3,0,2.277432,32.18313941512691
2010,LSU,4,17,-13,2.256753,25.21822744317617
2010,Ohio State,5,12,-7,2.085475,27.61401243311317
2010,Oregon,6,13,-7,2.06834,26.957484238110077
2010,Oklahoma State,7,5,2,2.033774,29.724832609654698
2010,TCU,8,7,1,2.003819,28.802263342396138
2010,Florida State,9,20,-11,1.994255,24.61115191539127
2010,Alabama,10,37,-27,1.916248,21.021059827920627
2010,Virginia Tech,11,14,-3,1.907482,25.949709062821672
2010,Missouri,12,31,-19,1.865082,22.828946493913136
2010,Arkansas,13,19,-6,1.842417,24.82526806077064
2010,Texas A&M,14,21,-7,1.770719,24.366894349358372
2010,NC State,15,15,0,1.764557,25.581587761619875
2010,Nebraska,16,32,-16,1.761158,21.913322736258806
2010,Boise State,17,9,8,1.713228,28.420569447613982
2010,Washington,18,29,-11,1.652333,23.27535529166738
2010,Notre Dame,19,24,-5,1.629489,23.735349715593735
2010,Michigan State,20,10,10,1.60753,28.13277434763366
2010,South Carolina,21,23,-2,1.593139,23.813363618678505
2010,Iowa,22,51,-29,1.576748,18.39975386482731
2010,Wisconsin,23,16,7,1.563336,25.36902111245329
2010,Nevada,24,2,22,1.473138,33.82612191806319
2010,Maryland,25,30,-5,1.468826,23.06730648246445
2010,Mississippi State,26,22,4,1.390961,23.905405194980016
2010,West Virginia,27,46,-19,1.381126,19.496786609560708
2010,Texas Tech,28,55,-27,1.37896,17.864925322910445
2010,North Carolina,29,39,-10,1.372075,20.76784684942214
2010,Utah,30,25,5,1.360594,23.718688696176006
2010,Pittsburgh,31,47,-16,1.319029,19.110979480786504
2010,Miami (FL),32,58,-26,1.309595,16.876295378149095
2010,Florida,33,63,-30,1.295931,15.346615222507484
2010,Tulsa,34,18,16,1.276385,25.097126994593935
2010,UConn,35,38,-3,1.225128,20.872063931862503
2010,South Florida,36,41,-5,1.223495,20.412989303210953
2010,UCF,37,11,26,1.223385,28.011989605332708
2010,USC,38,52,-14,1.222643,18.296192824768777
2010,Arizona,39,61,-22,1.207063,16.09315751349792
2010,Air Force,40,33,7,1.160563,21.746235399587565
2010,Navy,41,34,7,1.127077,21.603860544637367
2010,Syracuse,42,40,2,1.127036,20.73151340713536
2010,East Carolina,43,62,-19,1.103869,15.856248803506254
2010,BYU,44,60,-16,1.094453,16.398635848752637
2010,Michigan,45,59,-14,1.090086,16.86604843043378
2010,Clemson,46,73,-27,1.089796,12.986285630125675
2010,San Diego State,47,26,21,1.088864,23.673852109212334
2010,Illinois,48,53,-5,1.085219,18.255067393710238
2010,Oregon State,49,70,-21,1.074845,13.95908426419889
2010,Louisville,50,56,-6,1.038973,17.254329764219513
2010,Hawai'i,51,27,24,1.027627,23.6447967872366
2010,SMU,52,42,10,1.021494,20.04053084704152
2010,Kansas State,53,50,3,1.002186,18.42140800273147
2010,Texas,54,86,-32,0.982343,11.645404940413602
2010,Baylor,55,49,6,0.970961,18.843194944704376
2010,Boston College,56,64,-8,0.923514,15.2689506022894
2010,Penn State,57,71,-14,0.913376,13.926827911031936
2010,Colorado,58,65,-7,0.904105,15.195019683812019
2010,Arizona State,59,82,-23,0.872335,12.02442848307574
2010,Iowa State,60,75,-15,0.871747,12.798586734942283
2010,Northwestern,61,57,4,0.856548,17.1919593663956
2010,Northern Illinois,62,8,54,0.849515,28.468201225964187
2010,Kentucky,63,74,-11,0.836749,12.85665819235447
2010,Southern Miss,64,44,20,0.833075,19.548923083727377
2010,Miami (OH),65,4,61,0.826022,30.784326106283707
2010,Georgia,66,79,-13,0.82247,12.467052085741372
2010,FIU,67,35,32,0.813516,21.044932699824347
2010,Troy,68,36,32,0.790914,21.028561977045744
2010,Army,69,54,15,0.783141,18.165239100525714
2010,Georgia Tech,70,77,-7,0.778252,12.518586340939272
2010,UCLA,71,84,-13,0.763152,11.837301877513747
2010,Fresno State,72,45,27,0.762541,19.497902368128322
2010,Tennessee,73,76,-3,0.761544,12.548751998856602
2010,California,74,95,-21,0.748021,10.071362922196986
2010,Minnesota,75,94,-19,0.743289,10.091008886436873
2010,Ole Miss,76,93,-17,0.681994,10.126277163346542
2010,Cincinnati,77,102,-25,0.676966,7.677259131955078
2010,Rutgers,78,103,-25,0.657823,7.452843000411625
2010,Temple,79,43,36,0.601155,19.93478552762395
2010,Rice,80,78,2,0.597312,12.474028749183498
2010,UTEP,81,72,9,0.596491,13.717093125503288
2010,Marshall,82,68,14,0.59571,14.075686853090739
2010,Kansas,83,101,-18,0.584293,8.485527983273156
2010,Toledo,84,28,56,0.581399,23.332071333155405
2010,UAB,85,80,5,0.580032,12.454365592390335
2010,Ohio,86,48,38,0.565958,18.970984669351854
2010,Houston,87,90,-3,0.563951,10.430071545591973
2010,ULM,88,85,3,0.555525,11.692802773903368
2010,Middle Tennessee,89,69,20,0.54201,14.064365026439472
2010,Purdue,90,99,-9,0.532256,8.85089250394321
2010,Duke,91,105,-14,0.520842,7.014227300475262
2010,Arkansas State,92,83,9,0.517374,11.919808096513606
2010,Washington State,93,115,-22,0.503242,3.8770011201228955
2010,FAU,94,87,7,0.499703,11.22721517164239
2010,Utah State,95,97,-2,0.498165,9.301848821851124
2010,Virginia,96,112,-16,0.492021,5.727629697394694
2010,Idaho,97,67,30,0.478491,14.107562881219698
2010,Wake Forest,98,113,-15,0.472153,5.1996943760077015
2010,Indiana,99,88,11,0.470737,11.216662090813102
2010,Tulane,100,91,9,0.463586,10.298920420722741
2010,Louisiana Tech,101,89,12,0.458147,11.17955308042164
2010,Colorado State,102,100,2,0.44937,8.60811786700325
2010,UNLV,103,110,-7,0.434973,5.92755534427676
2010,Vanderbilt,104,111,-7,0.434466,5.83787719323889
2010,Wyoming,105,109,-4,0.409007,6.024037772511195
2010,Louisiana,106,98,8,0.402367,9.104449630873441
2010,North Texas,107,92,15,0.377935,10.24922121435219
2010,New Mexico,108,118,-10,0.3515,3.209692111470814
2010,Western Kentucky,109,104,5,0.336172,7.2559310224028515
2010,Western Michigan,110,66,44,0.329971,14.295464920410604
2010,Memphis,111,117,-6,0.325855,3.300918235537573
2010,Kent State,112,81,31,0.319984,12.263847974263324
2010,New Mexico State,113,108,5,0.308374,6.20760047332011
2010,Bowling Green,114,107,7,0.296106,6.3113582968502016
2010,San Jose State,115,120,-5,0.27701,0.0
2010,Central Michigan,116,114,2,0.265492,4.990934001460957
2010,Eastern Michigan,117,106,11,0.241082,6.905645088518504
2010,Buffalo,118,116,2,0.212897,3.355128616040588
2010,Ball State,119,96,23,0.211912,9.304325103125134
2010,Akron,120,119,1,0.181417,2.9335637811370745
2011,Oklahoma State,1,2,-1,3.276636,31.784966029249357
2011,Alabama,2,13,-11,3.076528,26.507447953858666
2011,LSU,3,5,-2,2.923084,30.320747973389455
2011,Oklahoma,4,26,-22,2.529493,23.36030521672648
2011,Baylor,5,6,-1,2.279317,28.98554440468336
2011,Oregon,6,15,-9,2.267822,25.908195484958863
2011,Arkansas,7,17,-10,2.231951,24.896833802958657
2011,Kansas State,8,8,0,2.16379,27.523681844394027
2011,Michigan,9,3,6,2.03455,30.70299507231806
2011,Michigan State,10,7,3,1.959165,27.879100943825915
2011,South Carolina,11,9,2,1.949628,27.459092116394483
2011,USC,12,18,-6,1.873126,24.682488921853828
2011,Stanford,13,11,2,1.858098,27.139424585448403
2011,Texas,14,40,-26,1.836896,20.65074234667955
2011,West Virginia,15,25,-10,1.780842,23.550629966125353
2011,Wisconsin,16,19,-3,1.774824,24.664550759914913
2011,Missouri,17,49,-32,1.756156,18.377355484666623
2011,Clemson,18,14,4,1.696686,26.302749476972423
2011,Houston,19,1,18,1.673091,32.556437068245486
2011,Texas A&M,20,53,-33,1.660079,17.69749940242601
2011,Virginia Tech,21,28,-7,1.554676,22.974019325370747
2011,Nebraska,22,37,-15,1.514777,21.097456246195907
2011,Boise State,23,10,13,1.513496,27.237570882501707
2011,Georgia,24,22,2,1.484787,24.25530716986954
2011,Rutgers,25,32,-7,1.454091,22.74942756841056
2011,Auburn,26,58,-32,1.453223,16.615061658630356
2011,Iowa State,27,57,-30,1.449598,16.96674419865569
2011,Southern Miss,28,4,24,1.383831,30.393993726295125
2011,Florida State,29,42,-13,1.380411,20.456534875256622
2011,Utah,30,43,-13,1.327997,20.193403266962715
2011,Cincinnati,31,23,8,1.313743,24.00608307077376
2011,Notre Dame,32,35,-3,1.292071,21.426092118641517
2011,Penn State,33,39,-6,1.277882,20.887514983662477
2011,Arizona State,34,66,-32,1.25978,15.484926511688286
2011,NC State,35,56,-21,1.2407,17.008001631591615
2011,Louisville,36,46,-10,1.153,19.051348602736866
2011,Illinois,37,62,-25,1.150063,16.440712822022252
2011,TCU,38,24,14,1.144527,23.74687793553338
2011,Iowa,39,71,-32,1.137428,14.938093881462297
2011,North Carolina,40,67,-27,1.129523,15.47466649580225
2011,Georgia Tech,41,47,-6,1.124252,18.71027424818876
2011,Washington,42,59,-17,1.111424,16.57953678892454
2011,Marshall,43,38,5,1.11074,20.917032104681514
2011,Florida,44,74,-30,1.109821,13.445622124825165
2011,UCLA,45,55,-10,1.109564,17.185356922140397
2011,California,46,63,-17,1.083103,16.101195702243075
2011,Northern Illinois,47,12,35,1.079782,26.714327433951677
2011,BYU,48,31,17,1.062826,22.79104202409205
2011,Ohio State,49,73,-24,1.046165,13.639327385422202
2011,Tulsa,50,44,6,1.037577,19.967166523727734
2011,Mississippi State,51,68,-17,0.999057,15.26847033095816
2011,Texas Tech,52,85,-33,0.998168,11.29198128237067
2011,Virginia,53,34,19,0.978834,22.095030547543242
2011,Purdue,54,50,4,0.941035,18.24454442934617
2011,SMU,55,41,14,0.926009,20.64171653806066
2011,Ohio,56,16,40,0.912632,24.942742723046152
2011,Miami (FL),57,72,-15,0.891661,14.889073394510099
2011,Wake Forest,58,69,-11,0.891156,15.199148308062611
2011,Northwestern,59,70,-11,0.864361,15.158881253248413
2011,Pittsburgh,60,77,-17,0.834887,13.129040824519404
2011,Arizona,61,102,-41,0.818962,8.513055874588323
2011,Vanderbilt,62,64,-2,0.797918,15.779659586634807
2011,Toledo,63,29,34,0.796731,22.827320171935924
2011,Syracuse,64,82,-18,0.794305,12.118880000681651
2011,Louisiana,65,20,45,0.769325,24.556723222781635
2011,Arkansas State,66,21,45,0.756897,24.53680055329105
2011,Tennessee,67,96,-29,0.752419,9.648359663853581
2011,UConn,68,86,-18,0.71457,11.243884999050554
2011,Minnesota,69,95,-26,0.702447,9.682734691067152
2011,Colorado,70,94,-24,0.69564,9.692045640277517
2011,South Florida,71,89,-18,0.690866,10.590018780592992
2011,Oregon State,72,103,-31,0.689164,8.064622686578678
2011,FIU,73,27,46,0.685012,23.027844077490215
2011,Louisiana Tech,74,36,38,0.680731,21.14568815345117
2011,Temple,75,33,42,0.6725,22.511503617782658
2011,Kansas,76,117,-41,0.633134,3.030565147264852
2011,Nevada,77,61,16,0.631309,16.538777057472753
2011,Boston College,78,99,-21,0.620661,9.18767000687087
2011,Western Kentucky,79,30,49,0.619746,22.815899961282952
2011,Washington State,80,98,-18,0.603812,9.482222351783914
2011,Kentucky,81,90,-9,0.602888,10.580644627287132
2011,Western Michigan,82,54,28,0.600609,17.35857058914196
2011,Utah State,83,48,35,0.587128,18.638677219581137
2011,San Diego State,84,45,39,0.583761,19.14556475694507
2011,Ball State,85,52,33,0.577225,17.783275773799954
2011,Rice,86,87,-1,0.564424,10.843865020264921
2011,East Carolina,87,75,12,0.558648,13.347001922061551
2011,Navy,88,92,-4,0.544779,10.213976834085388
2011,UCF,89,91,-2,0.530117,10.534405643987062
2011,UAB,90,93,-3,0.523429,10.169290845821868
2011,Wyoming,91,51,40,0.513868,18.093561887096325
2011,San Jose State,92,60,32,0.490541,16.56174836363202
2011,Duke,93,97,-4,0.489027,9.59525076659399
2011,Hawai'i,94,80,14,0.483011,12.640990194951497
2011,North Texas,95,65,30,0.451692,15.53774839847939
2011,Air Force,96,78,18,0.438734,12.76636954990201
2011,Kent State,97,83,14,0.435835,11.669502607136632
2011,Ole Miss,98,115,-17,0.431853,3.1182955861896935
2011,Maryland,99,118,-19,0.42483,2.9077402251995865
2011,New Mexico State,100,76,24,0.421251,13.202378576559708
2011,UTEP,101,84,17,0.410292,11.668411355161345
2011,Bowling Green,102,79,23,0.408478,12.687838895525658
2011,Fresno State,103,101,2,0.390426,8.761645393150474
2011,Eastern Michigan,104,81,23,0.386662,12.44994768396621
2011,Central Michigan,105,109,-4,0.383081,5.839676382436275
2011,Miami (OH),106,88,18,0.376046,10.779341144139108
2011,Troy,107,104,3,0.366158,7.525988932481056
2011,Army,108,108,0,0.339129,5.998034763583819
2011,Buffalo,109,107,2,0.314881,6.0993472201414765
2011,ULM,110,100,10,0.313751,9.185155748995147
2011,UNLV,111,105,6,0.303303,6.309796976765314
2011,FAU,112,114,-2,0.294924,3.143878411303859
2011,Indiana,113,119,-6,0.293183,0.0
2011,Colorado State,114,106,8,0.283333,6.2044990253700485
2011,Tulane,115,112,3,0.265321,3.2928738999834177
2011,New Mexico,116,116,0,0.26002,3.090027148646338
2011,Idaho,117,113,4,0.255058,3.2388113638100604
2011,Middle Tennessee,118,110,8,0.247455,5.387985880601273
2011,Memphis,119,111,8,0.226186,3.314280354874992
2011,Akron,120,120,0,0.172094,0.0
2012,Alabama,1,10,-9,3.261091,26.695074229393736
2012,Stanford,2,2,0,2.834769,30.36128096678423
2012,Notre Dame,3,1,2,2.649717,33.436115642953304
2012,Oregon,4,20,-16,2.642523,24.75726063139131
2012,Kansas State,5,5,0,2.465612,29.49825737887997
2012,Texas A&M,6,8,-2,2.354059,26.993839357627692
2012,Oklahoma,7,33,-26,2.302954,21.72134695182931
2012,Georgia,8,7,1,2.264112,27.788674878694753
2012,Florida,9,17,-8,2.255074,25.264372918239346
2012,Texas,10,26,-16,2.17462,22.735118820597368
2012,Baylor,11,41,-30,2.068199,20.189619734455107
2012,South Carolina,12,16,-4,2.06116,25.525295825734105
2012,Clemson,13,9,4,1.868609,26.776859515289463
2012,Nebraska,14,23,-9,1.863929,23.907914086093385
2012,LSU,15,39,-24,1.847369,20.381810283750443
2012,Ohio State,16,3,13,1.846807,30.007065486441597
2012,Louisville,17,4,13,1.817482,29.737485755115618
2012,Florida State,18,21,-3,1.752528,24.524188030171008
2012,UCLA,19,11,8,1.743354,26.66824027629084
2012,Oregon State,20,28,-8,1.683068,22.46669018234661
2012,Oklahoma State,21,61,-40,1.66981,16.484416663660898
2012,TCU,22,63,-41,1.578773,16.33781856445386
2012,Northwestern,23,15,8,1.577879,26.115708363686856
2012,Michigan State,24,50,-26,1.545362,18.599130339184352
2012,Syracuse,25,24,1,1.494687,23.342979604492985
2012,Tulsa,26,14,12,1.489503,26.166479766460867
2012,Arizona,27,38,-11,1.466897,20.811648848562438
2012,West Virginia,28,69,-41,1.464589,14.983036236208154
2012,Washington,29,52,-23,1.422375,17.99710060020162
2012,Texas Tech,30,59,-29,1.422011,16.65625524972042
2012,Iowa State,31,66,-35,1.397278,15.806312527540383
2012,Michigan,32,53,-21,1.386534,17.876926122969795
2012,USC,33,65,-32,1.351069,15.925131564296304
2012,Cincinnati,34,40,-6,1.274947,20.362339384250966
2012,Boise State,35,19,16,1.248001,24.94268578420164
2012,Vanderbilt,36,31,5,1.247203,22.17627906999513
2012,Wisconsin,37,58,-21,1.241306,16.845483139884113
2012,Georgia Tech,38,55,-17,1.238159,17.439676771524653
2012,Arkansas State,39,30,9,1.21678,22.20303881809214
2012,Virginia Tech,40,73,-33,1.169472,14.244249282467752
2012,Penn State,41,36,5,1.156425,21.107383102935962
2012,Arizona State,42,43,-1,1.141115,19.982910846874738
2012,Rutgers,43,32,11,1.120266,21.751129235937093
2012,UCF,44,13,31,1.109012,26.368680739047146
2012,Ole Miss,45,48,-3,1.096945,18.751457784706165
2012,Northern Illinois,46,18,28,1.044753,24.95768692399512
2012,Miami (FL),47,54,-7,1.026874,17.665594862821816
2012,San Jose State,48,22,26,1.00705,24.370009478549214
2012,Kent State,49,6,43,0.997509,29.40937192550887
2012,BYU,50,57,-7,0.982647,16.88941703220771
2012,Utah State,51,27,24,0.96532,22.73504500896956
2012,North Carolina,52,44,8,0.955262,19.335423237008364
2012,SMU,53,56,-3,0.952772,17.423895032143086
2012,Mississippi State,54,62,-8,0.947097,16.434392763258867
2012,Louisiana,55,42,13,0.932757,20.124135129134487
2012,Missouri,56,87,-31,0.925878,10.16464220087708
2012,Ball State,57,12,45,0.925833,26.55783086474394
2012,NC State,58,70,-12,0.898629,14.521243900027411
2012,ULM,59,37,22,0.857094,21.022863227853037
2012,Pittsburgh,60,74,-14,0.83911,14.040129799358327
2012,Ohio,61,46,15,0.830866,18.80199063315419
2012,Toledo,62,34,28,0.823546,21.30182084454901
2012,Duke,63,67,-4,0.807925,15.215051604683318
2012,Middle Tennessee,64,35,29,0.805867,21.271523392231792
2012,Minnesota,65,72,-7,0.803938,14.294118140112369
2012,Iowa,66,92,-26,0.782692,8.44302189708745
2012,UConn,67,81,-14,0.770349,11.708910805308516
2012,Arkansas,68,93,-25,0.749019,8.026554164020336
2012,San Diego State,69,25,44,0.737753,23.252094710577673
2012,Western Kentucky,70,49,21,0.735405,18.664760816870416
2012,Fresno State,71,29,42,0.733823,22.3862647689872
2012,California,72,108,-36,0.730008,5.5269161779240115
2012,Navy,73,64,9,0.721844,16.14968230700635
2012,Rice,74,51,23,0.714568,18.081559052592137
2012,Purdue,75,71,4,0.695453,14.367368574342878
2012,Central Michigan,76,68,8,0.692128,15.208814425934012
2012,Utah,77,85,-8,0.691736,10.4780303189004
2012,Virginia,78,88,-10,0.690507,9.984295520159707
2012,Louisiana Tech,79,45,34,0.675258,19.087450286299678
2012,Tennessee,80,86,-6,0.660583,10.444219224667524
2012,East Carolina,81,47,34,0.634203,18.785427894248755
2012,Wake Forest,82,83,-1,0.625804,11.485227871904348
2012,Bowling Green,83,60,23,0.600122,16.559274047918613
2012,Washington State,84,102,-18,0.595333,6.455269696789415
2012,Auburn,85,110,-25,0.550727,4.294398814499776
2012,Houston,86,80,6,0.53908,11.719796105845758
2012,Nevada,87,75,12,0.522533,13.555401024811008
2012,Maryland,88,90,-2,0.519883,9.185325885479864
2012,Kentucky,89,116,-27,0.499423,2.4656530081315715
2012,Troy,90,79,11,0.498298,12.049556987349176
2012,North Texas,91,105,-14,0.489069,6.215744491247995
2012,Marshall,92,82,10,0.481252,11.495007351250521
2012,South Florida,93,106,-13,0.474784,6.026845410912388
2012,Indiana,94,95,-1,0.46055,6.9920722070877
2012,Temple,95,89,6,0.456268,9.463426012915622
2012,Colorado,96,111,-15,0.450358,3.1364721611963047
2012,Kansas,97,118,-21,0.448983,0.0
2012,FAU,98,96,2,0.44715,6.919355699166477
2012,Memphis,99,77,22,0.432613,12.521589824870784
2012,Air Force,100,76,24,0.427606,13.505024899251758
2012,Western Michigan,101,101,0,0.416381,6.4588153344474035
2012,Tulane,102,98,4,0.414361,6.659440032771604
2012,Boston College,103,112,-9,0.407149,2.854865318935497
2012,Miami (OH),104,107,-3,0.401633,5.911409354729466
2012,UTEP,105,91,14,0.384923,8.549242136926344
2012,Buffalo,106,100,6,0.37336,6.4598794180782075
2012,FIU,107,109,-2,0.362976,5.3952784815022365
2012,Wyoming,108,84,24,0.351323,11.174080688805788
2012,Colorado State,109,78,31,0.344354,12.328269190197382
2012,UAB,110,97,13,0.344111,6.870885439222441
2012,Illinois,111,115,-4,0.338191,2.595781075817028
2012,Eastern Michigan,112,103,9,0.319275,6.439471372208768
2012,Army,113,94,19,0.307626,7.056358712229057
2012,New Mexico,114,104,10,0.299802,6.38072736526683
2012,UNLV,116,99,17,0.278922,6.5111735013934045
2012,Southern Miss,117,119,-2,0.263565,0.0
2012,Hawai'i,119,114,5,0.25142,2.74353759545002
2012,Idaho,122,113,9,0.220619,2.7729536972596174
2012,Akron,123,120,3,0.190857,0.0
2012,New Mexico State,124,117,7,0.158593,0.0
2013,Florida State,1,3,-2,3.258611,31.27674115049509
2013,Stanford,2,16,-14,3.22989,26.145983795827945
2013,Auburn,3,4,-1,2.785069,31.168742540215707
2013,Michigan State,4,2,2,2.61735,31.58103556129538
2013,Arizona State,5,14,-9,2.613698,26.365184696087436
2013,Missouri,6,5,1,2.488963,30.637429710131013
2013,Oklahoma,7,9,-2,2.459911,27.76260637247848
2013,Oregon,8,28,-20,2.458999,22.230284689846123
2013,UCLA,9,7,2,2.395656,28.20712710291324
2013,USC,10,17,-7,2.355918,25.70279917095998
2013,South Carolina,11,19,-8,2.329001,25.521309407612357
2013,Notre Dame,12,31,-19,2.16861,21.87973730155983
2013,Alabama,13,50,-37,2.011984,19.240574122218792
2013,LSU,14,34,-20,1.8716,21.27797455218002
2013,Baylor,15,13,2,1.854109,26.401133355018157
2013,Oklahoma State,16,27,-11,1.850835,22.463677606290098
2013,Clemson,17,24,-7,1.845231,23.236045035595367
2013,Washington,18,30,-12,1.794019,21.879980905330815
2013,Texas A&M,19,54,-35,1.748235,18.985034793139263
2013,Georgia,20,55,-35,1.670736,18.812319560484294
2013,UCF,21,1,20,1.668458,32.879795385582156
2013,Ole Miss,22,40,-18,1.66114,20.624984068131308
2013,Texas,23,36,-13,1.615837,21.128595152508865
2013,Texas Tech,24,51,-27,1.606506,19.10341459311237
2013,Arizona,25,53,-28,1.588155,19.053614077878294
2013,Ohio State,26,18,8,1.536023,25.60748434251994
2013,Virginia Tech,27,61,-34,1.451586,18.151833985997875
2013,Duke,28,8,20,1.422085,28.006348499018134
2013,Nebraska,29,39,-10,1.415186,20.7584650609925
2013,Kansas State,30,41,-11,1.403434,20.258192727495032
2013,Washington State,31,68,-37,1.402944,16.741594952936666
2013,Pittsburgh,32,66,-34,1.393744,16.895315337900335
2013,Oregon State,33,58,-25,1.382762,18.368509552978708
2013,Utah,34,83,-49,1.364163,11.979587942542725
2013,BYU,35,43,-8,1.2905,20.1803715057318
2013,Miami (FL),36,33,3,1.278052,21.72273023088238
2013,Vanderbilt,37,26,11,1.262692,22.501253149475076
2013,Mississippi State,38,67,-29,1.255273,16.74891868321481
2013,Louisville,39,6,33,1.236474,28.406989420076297
